Code,Type,Number,Brand,Model,Cc,Year,Comment,Picture
"121","ABTD","1","FORD","TRANSIT L100 VAN","0","1996","-","falta.jpg"
"121","VCOT","1","LAND ROVER","90 2.5 TD5 DEFENDER","0","1999","-","falta.jpg"
"121","VE30","1","MAGIRUS DEUTZ","150D11","0","1968","-","falta.jpg"
"121","PSE","1","MAZDA","-","0","1992","-","falta.jpg"
"121","VTPT","1","MERCEDES-BENZ","-","0","1997","-","falta.jpg"
"121","VSGL","1","MERCEDES-BENZ","-","0","2000","-","falta.jpg"
"121","ASL","1","PEUGEOT","504 GRD H40","0","1987","-","falta.jpg"
"121","VLCI","1","TOYOTA","HI-LUX 2.4D POLN65","0","1987","-","falta.jpg"
"121","VTPT","2","MERCEDES-BENZ","108D/30 VITO","0","1998","-","falta.jpg"
"121","ABSC","2","MERCEDES-BENZ","312D/35 SPRINTER","0","1997","-","falta.jpg"
"121","VUCI","2","RENAULT","GR231","0","1986","-","falta.jpg"
"121","ATGC","2","SCANIA","LB8634 S","0","1981","-","falta.jpg"
"121","ABTD","2","TOYOTA","HIACE LX412L DIESEL","0","1998","-","falta.jpg"
"121","VLCI","2","TOYOTA","HI-LUX 33 LNA4 2.4D","0","1993","-","falta.jpg"
"121","ABSC","3","IVECO","35S13 V/P TURBODAILY","0","1998","-","falta.jpg"
"121","VLCI","3","LAND ROVER","130 2.5 TD5 DEFENDER","0","2001","-","falta.jpg"
"121","VUCI","3","MERCEDES-BENZ","1124/AF36","0","1999","-","falta.jpg"
"121","ABTD","3","TOYOTA","HIACE VLH51V DIESEL","0","1985","-","falta.jpg"
"121","ATGC","3","VOLVO","F740","0","1982","-","falta.jpg"
"121","ABSC","4","MERCEDES-BENZ","313D/35 CDI SPRINTER","0","2000","-","falta.jpg"
"121","ABTD","4","MERCEDES-BENZ","MB100D","0","1993","-","falta.jpg"
"121","ATGC","4","SCANIA","92M","0","1986","-","falta.jpg"
"121","ABTD","5","TOYOTA","HIACE VLH51V DIESEL","0","1989","-","falta.jpg"
"121","ATGC","5","VOLVO","FH12-380","0","1999","-","falta.jpg"
"121","ABTD","6","MERCEDES-BENZ","208D/30 SPRINTER","0","1997","-","falta.jpg"
"121","ABTD","7","MERCEDES-BENZ","208D/30 SPRINTER","0","1997","-","falta.jpg"
"121","ABTD","8","RENAULT","TRAFIC T1400D","0","1990","-","falta.jpg"
"122","VLCI","1","LAND ROVER","109 LONG SERIE III","600","1974","-","falta.jpg"
"122","VFCI","3","MERCEDES-BENZ","UNIMOG U2150L","3000","1994","-","0122-VFCI3.jpg"
"122","VFCI","1","FIAT-OM","79F13","2000","1982","-","falta.jpg"
"122","VFCI","4","M.A.N.","14.255 LA","0","2003","-","0122-VFCI4.jpg"
"122","VECI","5","MERCEDES-BENZ","2024","8000","1998","-","0122-VECI5.jpg"
"122","ATGC","8","SCANIA","82 M","10000","1983","-","falta.jpg"
"122","ABSC","1","MERCEDES-BENZ","312D/35 SPRINTER","0","1998","-","0122-ABSC1.jpg"
"122","ABTD","1","FORD","TRANSIT L100 VAN","0","1992","-","0122-ABTD1.jpg"
"122","VTPT","1","FORD","TRANSIT L100 VAN","0","1998","-","falta.jpg"
"122","VCOT","1","LAND ROVER","90 2.5 TD5 DEFENDER","0","1999","-","0122-VCOT1.jpg"
"122","VETA","1","MERCEDES-BENZ","412D/35 SPRINTER","0","1997","-","0122-VETA1.jpg"
"122","VSAT","1","TOYOTA","HI-LUX 33 LNA4 2.4D","0","1992","-","0122-VSAT1.jpg"
"122","ABSC","2","RENAULT","MASTER T33D 2.8DTI","0","1998","-","0122-ABSC2.jpg"
"122","VTPT","2","VOLKSWAGEN","TRANSPORTER T4 2.4D","0","1997","-","falta.jpg"
"122","ABTD","4","MERCEDES-BENZ","207D","0","1985","-","falta.jpg"
"122","ABTD","5","IVECO","30E8 DAILY","0","1992","-","falta.jpg"
"122","VCOT","6","PEUGEOT","604","0","1987","-","0122-VCOT6.jpg"
"122","ABTD","6","PEUGEOT","505 GRD H55","0","1989","-","falta.jpg"
"122","AA 0","7","MERCEDES-BENZ","412D/35 SPRINTER","0","1997","-","falta.jpg"
"122","ABSC","7","RENAULT","TRAFIC TBX405","0","1993","-","falta.jpg"
"122","ABSC","8","MERCEDES-BENZ","312D35 SPRINTER","0","1998","-","falta.jpg"
"123","VLCI","3","LAND ROVER","110 2.5 TD5 DEFENDER","0","1988","-","0123-VLCI3.jpg"
"123","VFCI","1","IVECO","FF135E24W RANGER","2000","1999","-","falta.jpg"
"123","VUCI","1","MERCEDES-BENZ","1217AK/32","5000","1982","-","0123-VUCI1.jpg"
"123","ATGC","2","IVECO","MP130E38 R AA E2 EUR","9000","2001","-","falta.jpg"
"123","ATGC","3","IVECO","-","11000","1993","-","falta.jpg"
"123","ABSC","1","FORD","TRANSIT L100","0","1989","-","0123-ABSC1.jpg"
"123","VTPT","1","UMM","ALTER 4X4 D","0","1988","-","0123-VTPT1.jpg"
"123","VCOT","1","TOYOTA","HI-LUX 33 LNA 4 2.4D","0","1996","-","0123-VCOT1.jpg"
"123","ATGC","1","URO","-","0","1993","-","falta.jpg"
"123","TPP","1","VOLVO","-","0","1975","-","falta.jpg"
"123","AA 0","1","VOLVO","N7","0","1981","-","falta.jpg"
"123","VLCI","2","NISSAN","NAVARA","0","2000","-","0123-VLCI2.jpg"
"123","VTPT","2","MERCEDES-BENZ","-","0","2000","-","0123-VTPT2.jpg"
"123","ABSC","2","TOYOTA","HIACE 21LHA2 DIESEL","0","1993","-","falta.jpg"
"123","VCOT","2","TOYOTA","HI-LUX 33 LNA 4 2.4D","0","1996","-","falta.jpg"
"123","ABTD","3","MERCEDES-BENZ","213D/30 CDI SPRINTER","0","2000","-","falta.jpg"
"123","VTPT","3","MITSUBISHI","L300 2.5D P15","0","1994","-","0123-VTPT3.jpg"
"123","VTPT","4","FORD","TRANSIT L100 VAN","0","1996","-","0123-VTPT4.jpg"
"123","ABTD","4","MERCEDES-BENZ","110D/30 CDI VITO","0","1997","-","0123-ABTD4.jpg"
"123","VTPT","5","FORD","TRANSIT L100 VAN","0","1996","-","0123-VTPT5.jpg"
"123","ABTD","5","FORD","TRANSIT 330L","0","2004","-","0123-ABTD5.jpg"
"123","VTPT","6","FORD","TRANSIT L100 VAN","0","1997","-","0123-VTPT6.jpg"
"123","ABTD","6","MERCEDES-BENZ","-","0","1997","-","falta.jpg"
"123","ABSC","6","RENAULT","MASTER T33 2.3 DTI","0","1998","-","falta.jpg"
"123","ABSC","7","MERCEDES-BENZ","312D/35 SPRINTER","0","1998","-","falta.jpg"
"123","VTPT","7","TOYOTA","HIACE LX412L DIESEL","0","1998","-","0123-VTPT7.jpg"
"123","VTPT","8","HYUNDAI","H1 SVX","0","1999","-","0123-VTPT8.jpg"
"123","VTPT","9","HYUNDAI","H1 SVX","0","1999","-","0123-VTPT9.jpg"
"124","ABTD","8","FORD","TRANSIT 125T300 TDCI","0","2007",,"0124-ABTD8.jpg"
"124","VTPT","1","LAND ROVER","88 REGULAR SERIE III","0","1982",,"0124-VTPT1.jpg"
"124","ABTD","7","VW","TARNSPORTER TDI","0","2004",,"0124-ABTD7.jpg"
"124","ABSC","4","VW","CRAFTER TDI","0","2009",,"0124-ABSC4.jpg"
"124","ABTD","1","MERCEDES","212D/30 SPRINTER","0","1999",,"0124-ABTD1.jpg"
"124","ABTD","6","MERCEDES","212D/30 SPRINTER","0","1998",,"0124-ABTD6.jpg"
"120","VUCI","1","SCANIA","94D 300 CREW CAB","3000","2005",,"0120-VUCI1.jpg"
"124","ABSC","3","IVECO","35S13 V/P TURBODAILY","0","2001",,"0124-ABSC3.jpg"
"120","VRCI","2","TOYOTA","DYNA BU80L-MDDT6.2","1800","1991",,"0120-VRCI2.jpg"
"120","VSAT","1","TOYOTA","HI-LUX 33 LNA4 2.4D","0","2000",,"0120-VSAT1.jpg"
"120","VTTR","1","MERCEDES","1217AK/32","5000","1982",,"0120-VTTR1.jpg"
"120","VTTU ","2","IVECO","150E23 EUROCARGO","8000","1995",,"0120-VTTU2.jpg"
"120","VLCI","3","LAND ROVER","130 2.5 TD5 DEFENDER","500","1996",,"0120-VLCI3.jpg"
"124","VTPT","2","MERCEDES","300D-T123","0","1984",,"0124-VTPT2.jpg"
"120","VFCI","1","MERCEDES","1225/F976.35 ATEGO","3000","1999",,"0120-VFCI1.jpg"
"120","VLCI","2","LAND ROVER","130 2.5 TD5 DEFENDER","600","2000",,"0120-VLCI2.jpg"
"125","VLCI","1","LAND ROVER","LONG 109 SERIE III","500","1981","-","0125-VLCI1.jpg"
"125","VLCI","2","TOYOTA","HI-LUX 33 LNA 4 2.4D","500","1991","-","0125-VLCI2.jpg"
"125","VSAT","1","TOYOTA","DYNA 300","1000","1993","-","0125-VSAT1.jpg"
"125","VFCI","1","MERCEDES-BENZ","917AF/31","2500","1995","-","0125-VFCI1.jpg"
"125","VFCI","2","MERCEDES-BENZ","1113","2500","1963","-","0125-VFCI2.jpg"
"125","VECI","1","MERCEDES-BENZ","1213","5000","1978","-","falta.jpg"
"125","VTTR","1","RENAULT","KERAX","0","2000","-","0125-VTTR1.jpg"
"125","BRTS","1","BOMBARD","EXPLORER WB","0","1999","-","falta.jpg"
"125","ABTM","1","FORD","TRANSIT 115 T330","0","2004","-","0125-ABTM1.jpg"
"125","ABTD","1","FORD","TRANSIT L100 VAN","0","1998","-","0125-ABTD1.jpg"
"125","ABSC","1","FORD","TRANSIT L100 VAN","0","1999","-","0125-ABSC1.jpg"
"125","VTPT","1","LAND ROVER","110 2.5 TD5 DEFENDER","0","2002","-","0125-VTPT1.jpg"
"125","VCOT","1","NISSAN","PATROL KY260","0","1995","-","0125-VCOT1.jpg"
"125","VOPE","1","RENAULT","CLIO 1.9D RL","0","1992","-","falta.jpg"
"125","VTPG","1","RENAULT","TRAFIC TBX405","0","1995","-","falta.jpg"
"125","MRSA","1","TIGERSHARK","900 MONTE CARLO","0","2001","-","falta.jpg"
"125","BRTS","2","BOMBARD","EXPLORER WB","0","1999","-","falta.jpg"
"125","ABSC","2","FORD","TRANSIT 330L","0","2001","-","falta.jpg"
"125","ABTD","2","FORD","TRANSIT 115 T330","0","2000","-","0125-ABTD2.jpg"
"125","ABTM","2","RENAULT","TRAFIC TBX605","0","1997","-","falta.jpg"
"125","VOPE","2","YAMAHA","VFM350X","0","1999","-","falta.jpg"
"125","ABTD","3","FORD","TRANSIT L100 VAN","0","1998","-","0125-ABTD3.jpg"
"125","ABTM","3","FORD","TRANSIT","0","2000","-","0125-ABTM3.jpg"
"125","ABTM","4","FORD","TRANSIT 90 T330L","0","2002","-","0125-ABTM4.jpg"
"125","ABTD","4","FORD","TRANSIT L100 VAN","0","1998","-","0125-ABTD4.jpg"
"125","ABTD","5","FORD","TRANSIT 330L","0","2000","-","0125-ABTD5.jpg"
"125","ABTM","5","FORD","TRANSIT 90 T330L","0","2003","-","0125-ABTM5.jpg"
"125","ABTD","6","FORD","TRANSIT 330L","0","2001","-","0125-ABTD6.jpg"
"125","ABTD","7","FORD","TRANSIT L100 VAN","0","2000","-","0125-ABTD7.jpg"
"125","ABTD","8","FORD","TRANSIT 90 T330L","0","2003","-","0125-ABTD8.jpg"
"120","ABCI","1","MERCEDES","315 CDI SPRINTER","0","2008",,"0120-ABCI1.jpg"
"120","ABSC","1","MERCEDES","315 CDI SPRINTER","0","2010",,"0120-ABSC1.jpg"
"120","INEM","0","VW","CRAFTER TDI","0","2008",,"0120-INEM.jpg"
"120","ABSC","3","MERCEDES","313 CDI SPRINTER","0","2002",,"0120-ABSC3.jpg"
"120","ABTD","1","VW","TRANSPORTER TDI","0","2005",,"0120-ABTD1.jpg"
"120","ABTD","3","IVECO","35E8 VAT1,88RS DAILY","0","1997",,"0120-ABTD3.jpg"
"120","ABTD","4","TOYOTA","HIACE 21LHA2 DIESEL","0","2003",,"0120-ABTD4.jpg"
"120","ABTD","5","TOYOTA","HIACE 21LHA2 DIESEL","0","2006",,"0120-ABTD5.jpg"
"120","ABTM","1","MERCEDES","112 CDI VITO","0","2000",,"0120-ABTM1.jpg"
"120","ABTM","3","VW","LT35 TDI","0","2003",,"0120-ABTM3.jpg"
"120","ABTM","4","VW","TRANSPORTER TDI","0","2004",,"0120-ABTM4.jpg"
"120","ABTM","5","MERCEDES","313 CDI SPRINTER","0","2001",,"0120-ABTM5.jpg"
"120","ABTM ","6","MERCEDES","315 CDI SPRINTER","0","2008",,"0120-ABTM6.jpg"
"126","ABTM","2","MERCEDES","313 CDI SPRINTER","0","2002",,"0126-ABTM2.jpg"
"120","VCOT","1","LAND ROVER","110 2.5 TD5 DEFENDER","0","1998",,"0120-VCOT1.jpg"
"124","VTTU ","1","BEDFORD","REK","6000","1964",,"0124-VTTU1.jpg"
"120","VECI","1","VOLVO","FL10","20000","1989",,"0120-VECI1.jpg"
"127","VUCI","1","TOYOTA","DYNA 250","1600","1987","-","0127-VUCI1.jpg"
"127","ABTD","1","VOLKSWAGEN","TRANSPORTER T2","0","1971","-","0127-ABTD1.jpg"
"127","ABTD","2","TOYOTA","HIACE VLH51V DIESEL","0","1987","-","0127-ABTD2.jpg"
"128","VLCI","2","TOYOTA","HI-LUX 33 LNA4 2.4D","600","1994","-","0128-VLCI2.jpg"
"128","VLCI","3","LAND ROVER","110 2.5 TDI DEFENDER","600","1998","-","0128-VLCI3.jpg"
"128","VLCI","1","BEDFORD","-","2000","1977","-","0128-VLCI1.jpg"
"128","PSE","1","M.A.N.","33.463DFAK","10000","1998","-","0128-PSE1.jpg"
"128","ABSC","1","MERCEDES-BENZ","208D/30 SPRINTER","0","1996","-","0128-ABSC1.jpg"
"128","ABTD","1","TOYOTA","HIACE VLH51V DIESEL","0","2000","-","0128-ABTD1.jpg"
"129","VLCI","1","TOYOTA","HI-LUX 2.4D POLN65","600","1988","-","0129-VLCI1.jpg"
"129","ABTD","1","TOYOTA","HIACE 21LHA2 DIESEL","0","1995","-","0129-ABTD1.jpg"
"130","VUCI","1","TOYOTA","DYNA BU80L-MDDT6.2","1950","1987","-","0130-VUCI1.jpg"
"130","ABTD","1","TOYOTA","HIACE VLH51V DIESEL","0","1982","-","0130-ABTD1.jpg"
"201","VLCI","2","TOYOTA","HI-LUX 2.4D POLN65","400","1988","-","falta.jpg"
"201","VLCI","1","LAND ROVER","109 LONG SERIE III","450","1979","-","falta.jpg"
"201","VSAT","1","MERCEDES-BENZ","412D/35 SPRINTER","500","1998","-","falta.jpg"
"201","VUCI","3","SCANIA","94G 260 FIRELINE","3000","1998","-","falta.jpg"
"201","VFCI","6","MERCEDES-BENZ","UNIMOG U2150L","3800","1995","-","falta.jpg"
"201","VUCI","4","RENAULT","JN95","4000","1981","-","falta.jpg"
"201","VRCI","5","MERCEDES-BENZ","LA911/36","4000","1968","-","falta.jpg"
"201","VE24","1","BERLIET","GAK16 EG24 971","0","1971","-","falta.jpg"
"201","ABSC","1","FORD","TRANSIT 330M","0","2002","-","falta.jpg"
"201","VP30","1","IVECO","ML130E23/HE 2 EUROCA","0","2000","-","falta.jpg"
"201","VCOT","1","LAND ROVER","90 2.5 TD5 DEFENDER","0","1999","-","falta.jpg"
"201","VTPT","1","LAND ROVER","LONG 109","0","1962","-","falta.jpg"
"201","VOPE","1","MERCEDES-BENZ","190D","0","1994","-","falta.jpg"
"201","ABTD","1","MERCEDES-BENZ","250D-T124","0","1987","-","falta.jpg"
"201","VTGC","1","SCANIA","92M","0","1987","-","falta.jpg"
"201","VETA","1","TOYOTA","HIACE VLH51V DIESEL","0","1985","-","falta.jpg"
"201","VAME","1","TOYOTA","LAND CRUISER BJ45","0","1985","-","falta.jpg"
"201","INEM","1","VOLKSWAGEN","LT35 TDI","0","2002","-","falta.jpg"
"201","ABTD","2","FORD","TRANSIT L100 VAN","0","1991","-","falta.jpg"
"201","VETA","2","HYUNDAI","H100","0","1998","-","falta.jpg"
"201","VCOC","2","IVECO","30E8 DAILY","0","1987","-","falta.jpg"
"201","ABSC","2","MERCEDES-BENZ","208D/30 SPRINTER","0","1997","-","falta.jpg"
"201","VTTU","2","VOLVO","FL1044R","0","1994","-","falta.jpg"
"201","ABTD","3","FORD","TRANSIT 330M","0","2000","-","falta.jpg"
"201","ABSC","3","FORD","TRANSIT L190 VAN","0","1997","-","falta.jpg"
"201","VETA","3","VOLKSWAGEN","TRANSPORTER T4 2.4D","0","1996","-","falta.jpg"
"201","ABTD","4","MERCEDES-BENZ","210D-4B","0","1992","-","falta.jpg"
"201","ABTD","5","FORD","TRANSIT 330M","0","2000","-","falta.jpg"
"201","ABTM","6","FORD","TRANSIT L100 VAN","0","1994","-","falta.jpg"
"201","ABTD","7","FORD","TRANSIT L190 VAN","0","1994","-","falta.jpg"
"201","ABTD","8","FORD","TRANSIT L190 VAN","0","1996","-","falta.jpg"
"201","ABTM","9","FORD","TRANSIT 330M","0","2002","-","falta.jpg"
"202","VLCI","1","UMM","ALTER 4X4 D","400","1987","-","falta.jpg"
"202","VLCI","2","UMM","ALTER 4X4 D","400","1987","-","falta.jpg"
"202","VLCI","3","DODGE","W350 CUSTOM","900","1980","-","falta.jpg"
"202","VFCI","5","MERCEDES-BENZ","914","2800","1992","-","falta.jpg"
"202","VRCI","4","MERCEDES-BENZ","1217AK/32","3500","1985","-","falta.jpg"
"202","VTTU","3","IVECO","ML150E23B EUROCARGO","8000","1995","-","falta.jpg"
"202","VTTU","2","IVECO","240-30P","15000","1987","-","falta.jpg"
"202","VETA","1","FORD","TRANSIT L120 VAN","0","1996","-","falta.jpg"
"202","ABTD","1","PEUGEOT","505 GRD H58","0","1993","-","falta.jpg"
"202","BSRS","1","JOKER","460","0","1998","-","falta.jpg"
"202","VCOT","1","LAND ROVER","90 2.5 TD5 DEFENDER","0","1999","-","falta.jpg"
"202","VTTU","1","MERCEDES-BENZ","2429","0","1989","-","falta.jpg"
"202","VAME","1","TOYOTA","HI-LUX 2.4D POLN65","0","1988","-","falta.jpg"
"202","VOPE","1","MERCEDES-BENZ","300D-T123","0","1982","-","falta.jpg"
"202","INEM","1","MERCEDES-BENZ","312D/35 SPRINTER","0","2000","-","falta.jpg"
"202","ABSC","1","MERCEDES-BENZ","313D/35 CDI SPRINTER","0","2001","-","falta.jpg"
"202","VSAT","1","MITSUBISHI","CANTER FE649CD","0","2000","-","falta.jpg"
"202","VETA","2","FORD","TRANSIT L 100 VAN","0","1997","-","falta.jpg"
"202","ABSC","2","FORD","TRANSIT L100 VAN","0","1992","-","falta.jpg"
"202","ABTD","2","MITSUBISHI","PAJERO","0","1989","-","falta.jpg"
"202","VSAT","2","NISSAN","URVAN DIESEL","0","1982","-","falta.jpg"
"202","ABTD","3","MERCEDES-BENZ","213D/30 CDI SPRINTER","0","2000","-","falta.jpg"
"202","ABSC","3","MERCEDES-BENZ","313D/35 CDI SPRINTER","0","2002","-","0202-ABSC3.jpg"
"202","ABTD","4","MERCEDES-BENZ","250D-T124","0","1987","-","falta.jpg"
"202","ABTM","4","MERCEDES-BENZ","313D/35 CDI SPRINTER","0","2001","-","falta.jpg"
"202","ABTD","5","FORD","TRANSIT L100 VAN","0","1997","-","falta.jpg"
"202","ABTM","5","MERCEDES-BENZ","313D/35 CDI SPRINTER","0","2001","-","falta.jpg"
"202","VFCI","6","IVECO","ML95E21 WM EUROCARGO","0","1999","-","falta.jpg"
"202","ABTD","6","MERCEDES-BENZ","213D/30 CDI SPRINTER","0","2003","-","falta.jpg"
"202","ABTD","7","MERCEDES-BENZ","213D/30 CDI SPRINTER","0","2001","-","falta.jpg"
"202","ABTD","8","FORD","TRANSIT L100 VAN","0","1994","-","falta.jpg"
"203","VSAT","1","MERCEDES-BENZ","416D/35 CDI SPRINTER","0","2005","-","0203-VSAT1.jpg"
"203","VLCI","1","LAND ROVER","130 2.5 TD5 DEFENDER","500","1999","-","0203-VLCI1.jpg"
"203","VOPE","1","NISSAN","PICK-UP RLMD215FA","600","1989","-","0203-VOPE1.jpg"
"203","VFCI","5","MERCEDES-BENZ","UNIMOG U800L","1600","1981","-","0203-VFCI5.jpg"
"203","VUCI","2","IVECO","FF100E21DR CITY EURO","2500","2000","-","0203-VUCI2.jpg"
"203","VFCI","4","RENAULT","85-150 34CD 4X4","2500","1990","-","0203-VFCI4.jpg"
"203","VRCI","3","MERCEDES-BENZ","1217AK/32","5000","1982","-","0203-VRCI3.jpg"
"203","VTGC","1","VOLVO","FL7-52","18000","1988","-","falta.jpg"
"203","BRTS","1","BOMBARD","EXPLORER 470 WB","0","2000","-","falta.jpg"
"203","VTPT","1","DAIHATSU","WILDCAT GL","0","1986","-","0203-VTPT1.jpg"
"203","VAME","1","IVECO","35E8.BTA DAILY","0","1995","-","0203-VAME1.jpg"
"203","ABTM","1","RENAULT","MASTER T33D 2.8DTI","0","2001","-","0203-ABTM11.jpg"
"203","ABSC","1","MERCEDES-BENZ","313D/35 CDI SPRINTER","0","2001","-","falta.jpg"
"203","INEM","1","MERCEDES-BENZ","313D/35 CDI SPRINTER","0","2001","-","falta.jpg"
"203","ABTD","1","MERCEDES-BENZ","112 CDI VITO","0","2003","-","falta.jpg"
"203","ABTD","2","MERCEDES-BENZ","SPRINTER","0","2000","-","falta.jpg"
"203","ABSC","2","MERCEDES-BENZ","208D/35 SPRINTER","0","1996","-","falta.jpg"
"203","VTPT","2","MITSUBISHI","MONTERO 4WD","0","1995","-","0203-VTPT2.jpg"
"203","VTGC","2","RENAULT","AE380 MAGNUM","0","1996","-","falta.jpg"
"203","ABSC","3","MERCEDES-BENZ","312D/35 SPRINTER","0","1999","-","falta.jpg"
"203","ABTD","3","MERCEDES-BENZ","213D/30 CDI SPRINTER","0","2004","-","falta.jpg"
"203","ABTD","4","FORD","TRANSIT 100L VAN","0","1998","-","falta.jpg"
"203","ABTM","5","MERCEDES-BENZ","313D/35 CDI SPRINTER","0","2003","-","0203-ABTM5.jpg"
"203","ABTD","6","MERCEDES-BENZ","212D/30 SPRINTER","0","1997","-","falta.jpg"
"203","ABTD","7","MERCEDES-BENZ","212D/30 SPRINTER","0","1999","-","0203-ABTD7.jpg"
"203","ABTD","8","FORD","TRANSIT 100L VAN","0","1993","-","falta.jpg"
"203","ABTM","9","MERCEDES-BENZ","SPRINTER","0","2000","-","0203-ABTM9.jpg"
"204","VLCI","3","NISSAN","PICK-UP 4WD","450","1988","-","falta.jpg"
"204","VSAT","1","MERCEDES-BENZ","412D/35 SPRINTER","500","1998","-","falta.jpg"
"204","VFCI","1","MERCEDES-BENZ","UNIMOG U2150L","3000","1994","-","falta.jpg"
"204","VFCI","2","MERCEDES-BENZ","1217AK/32","5000","1982","-","falta.jpg"
"204","VTTU","1","VOLVO","FL6-16 ATP 80","8000","1996","-","falta.jpg"
"204","VCOT","1","LAND ROVER","110 2.5 TDI DEFENSER","0","1998","-","falta.jpg"
"204","ABTM","1","MERCEDES-BENZ","313D/35 CDI SPRINTER","0","2002","-","falta.jpg"
"204","ABSC","1","RENAULT","TRAFIC TBX605","0","1997","-","falta.jpg"
"204","VETA","1","TOYOTA","HIACE LX412L DIESEL","0","1999","-","falta.jpg"
"204","LTRG","1","VETA","VETA 330","0","2000","-","falta.jpg"
"204","ABSC","2","CITROEN","C25D 1400 280 B50 S-","0","1989","-","falta.jpg"
"204","ABTD","2","PEUGEOT","505 GRD","0","1990","-","falta.jpg"
"204","VETA","2","TOYOTA","HIACE LX412L DIESEL","0","1997","-","falta.jpg"
"204","ABSC","3","MERCEDES-BENZ","312D/35 SPRINTER","0","1999","-","falta.jpg"
"204","ABTD","3","TOYOTA","HIACE 21LHA2 DIESEL","0","1992","-","falta.jpg"
"204","ABSC","4","MERCEDES-BENZ","208D/35 SPRINTER","0","1996","-","falta.jpg"
"204","ABSC","5","MERCEDES-BENZ","313D/35 CDI SPRINTER","0","2001","-","falta.jpg"
"205","VLCI","1","LAND ROVER","LONG 109 SERIE III","400","1978","-","falta.jpg"
"205","VLCI","2","LAND ROVER","130 2.5 TD5 DEFENDER","600","1999","-","falta.jpg"
"205","VFCI","4","MERCEDES-BENZ","917AF/31","2000","1996","-","falta.jpg"
"205","VTTU","1","BEDFORD","EJR1BCO","5000","1973","-","falta.jpg"
"205","VRCI","3","BRAVIA","LEOPARDO","5000","1988","-","falta.jpg"
"205","ABSC","1","CITROEN","C25D 1400 280 B50 S-","0","1992","-","falta.jpg"
"205","VTPT","1","LAND ROVER","88 REGULAR SERIE III","0","1980","-","falta.jpg"
"205","VCOT","1","NISSAN","PATROL JP260SFQ","0","1994","-","falta.jpg"
"205","ABTD","1","TOYOTA","HIACE 21LHA2 DIESEL","0","1993","-","falta.jpg"
"205","VSAT","1","TOYOTA","HIACE LH20LA JRW DIE","0","1981","-","falta.jpg"
"205","ABSC","2","CITROEN","JUMPER 2.5D 31MH","0","1999","-","falta.jpg"
"205","ABTD","2","MERCEDES-BENZ","212D/30 SPRINTER","0","2000","-","falta.jpg"
"205","VTGC","2","SCANIA","113M 360 R3M A8 6511","0","1991","-","falta.jpg"
"205","ABTD","3","TOYOTA","HIACE 21LHA2 DIESEL","0","1992","-","falta.jpg"
"205","ABTD","4","PEUGEOT","505 GRD H40","0","1985","-","falta.jpg"
"205","ABTD","5","MERCEDES-BENZ","213D/30 CDI SPRINTER","0","2002","-","falta.jpg"
"206","VFCI","2","MERCEDES-BENZ","917AF/31","2000","1995","-","falta.jpg"
"206","VFCI","1","MERCEDES-BENZ","1217AK/32","5000","1982","-","falta.jpg"
"206","ABSC","1","VOLKSWAGEN","CRAFTER","0","2008","-","0206-ABSC1.jpg"
"206","VCOT","1","LAND ROVER","110 2.5 TDI DEFENSER","0","1998","-","falta.jpg"
"206","ABTD","1","MERCEDES-BENZ","213D/30 CDI SPRINTER","0","2003","-","0206-ABTD1.jpg"
"206","VSAT","1","MERCEDES-BENZ","416D/35 CDI SPRINTER","0","2005","-","0206-VSAT1.jpg"
"206","VETA","1","VOLKSWAGEN","TRANSPORTER T4 2.4D","0","1994","-","falta.jpg"
"206","ABTD","2","PEUGEOT","504 GRD H40","0","1984","-","falta.jpg"
"206","ABSC","2","RENAULT","TRAFIC TBX605","0","1997","-","0206-ABSC2.jpg"
"206","ABTD","3","MERCEDES-BENZ","313D/35 CDI SPRINTER","0","2000","-","falta.jpg"
"206","VLCI","3","TOYOTA","LAND CRUISER BJ45","0","1983","-","falta.jpg"
"206","ABTD","4","FORD","TRANSIT 120L VAN","0","1996","-","falta.jpg"
"206","ABTD","5","TOYOTA","HIACE LX412L DIESEL","0","1998","-","0206-ABTD5.jpg"
"207","VSAT","1","MERCEDES-BENZ","412D/35 SPRINTER","500","1998","-","falta.jpg"
"207","VLCI","4","NISSAN","PICK UP 4WD","500","1989","-","falta.jpg"
"207","VFCI","1","MERCEDES-BENZ","917AF/31","2000","1996","-","falta.jpg"
"207","VFCI","2","MERCEDES-BENZ","1217AK/32","5000","1982","-","falta.jpg"
"207","VFCI","3","MERCEDES-BENZ","LAK911/36","5000","1968","-","falta.jpg"
"207","VCOT","1","LAND ROVER","110 2.5 TDI DEFENSER","0","1998","-","falta.jpg"
"207","VTPG","1","MERCEDES-BENZ","-","0","1981","-","falta.jpg"
"207","ABSC","1","MERCEDES-BENZ","313D/35 CDI SPRINTER","0","2000","-","falta.jpg"
"207","INEM","1","RENAULT","MASTER T33D 2.8DTI","0","1998","-","falta.jpg"
"207","VETA","1","TOYOTA","HIACE LH20LA JRW DIE","0","1980","-","falta.jpg"
"207","ABTD","1","TOYOTA","HIACE VLH51V DIESEL","0","1985","-","falta.jpg"
"207","ABTD","2","FORD","TRANSIT L100 VAN","0","1988","-","falta.jpg"
"207","ABSC","2","FORD","TRANSIT L100 VAN","0","1999","-","falta.jpg"
"207","VETA","2","PORTARO","240 DCM","0","1978","-","falta.jpg"
